fips,City FIPS,City Name,State,Total Properties,Depth_1in100_NOAA,Depth_1in100_FSF2023,Depth_1in100_FSF2053,RP_1in10_FSF2023,RP_1in20_FSF2023,RP_1in50_FSF2023,RP_1in100_FSF2023,RP_1in10_FSF2053,RP_1in20_FSF2053,RP_1in50_FSF2053,RP_1in100_FSF2053,Properties in SFHA,"Properties in FSF 100 Year Zone, 2023","Properties in FSF 100 Year Zone, 2053",Properties in FSF 100 Year Zone but Not in FEMA SFHA,"Properties in FSF 100 Year Zone but Not in FEMA SFHA, Primary Flood Source is Pluvial",Properties in FEMA SFHA but not FSF 100 Year Zone
4220792,4220792,East Berlin,pa,609,71.5,115,117.9,3,6,8.5,15,3,5.5,7.5,13.5,24,64,66,40,16,0
4220800,4220800,East Berwick,pa,919,63,98.8,101.2,4.5,7.5,11.5,18,4,7.5,10.5,17,7,195,205,190,188,2
4220840,4220840,East Brady,pa,616,66,81.4,84.3,7.8,17.3,24.8,42.5,6.8,14.8,21.8,37.3,2,220,220,219,9,1
4220904,4220904,East Butler,pa,426,65.3,82.9,86,7,14,21,37.7,6,12,18,32.7,7,49,49,42,38,0
4220992,4220992,East Conemaugh,pa,690,70,86,88.5,6.4,15,24,42,6,13,21,38,0,154,154,154,40,0
4221064,4221064,East Earl,pa,436,69,119.1,122.2,3,6,7.7,12.3,3,5.7,7.7,11.3,0,10,10,10,10,0
4221176,4221176,East Freedom,pa,328,66,78.2,80.7,7.7,17.3,26,49,6.7,15.3,23,43.3,86,149,159,79,42,16
4221200,4221200,East Greenville,pa,1144,70,127.8,132.3,3,5,7,11,2,4,6,9,1,88,88,87,87,0
4221384,4221384,East Lansdowne,pa,1160,73,118.3,123.1,4,7,10,16,3.8,6,8.8,13.8,0,63,66,63,63,0
4221400,4221400,Eastlawn Gardens,pa,1258,73.6,123.6,128.2,3,6,8.7,14.6,2,5,7.7,12.6,3,105,110,102,102,0
4221444,4221444,East McKeesport,pa,1222,65,94.5,97.3,4,8,12,21,3,7,10,18,0,61,61,61,61,0
4221648,4221648,Easton,pa,8531,73,127.8,133,2.4,5.3,7.8,13.2,2.4,4.9,6.3,11.2,271,1369,1394,1107,714,9
4221688,4221688,East Petersburg,pa,1798,70,115.3,118.1,3,6,9,15,3,6,8,13,4,127,140,123,114,0
4221712,4221712,East Pittsburgh,pa,823,65,94,96.8,4,8,12,20.8,3,7,10.8,18.8,2,78,78,76,4,0
4221728,4221728,East Prospect,pa,389,70,128.1,131.2,2,3.2,5.2,8.4,2,3.2,5,8.2,0,24,24,24,24,0
4221752,4221752,East Rochester,pa,331,65,88,91.6,5,10,16,28,4,9,13,23,2,30,39,28,24,0
4221792,4221792,East Salem,pa,81,69.4,118.8,121.7,2,4.2,6.6,11.6,2,4,6,10.6,15,43,43,28,28,0
4221808,4221808,East Sharpsburg,pa,50,66,81,83.6,7,15,23,43,6,13,20,37,6,21,21,15,15,0
4221816,4221816,East Side,pa,186,74,112.3,115.4,4,7,11,21,3,6,10,19,5,32,33,27,26,0
4221872,4221872,East Stroudsburg,pa,2742,79,117.9,122.4,4,7.8,12,23,3,6.4,11,20,23,693,731,672,621,2
4221960,4221960,East Uniontown,pa,1127,63.9,87.1,89.2,4.7,9.4,14.3,26.2,3.7,8.4,13.1,23.6,18,101,104,83,83,0
4221968,4221968,Eastvale,pa,165,65,94.7,98.6,3,7,11,19.9,3,6,9,16.9,8,34,36,27,26,1
4221976,4221976,East Vandergrift,pa,433,66,89.4,92.2,5,11,16,27.9,4,9.9,14,24.9,10,357,357,347,0,0
4222016,4222016,East Washington,pa,706,65,89.4,92.2,4.5,9.5,14.5,25.9,4,8.5,12.5,22.4,0,71,72,71,71,0
4222024,4222024,East Waterford,pa,110,73,106.9,110,3.3,7.3,11.3,21.6,3,6.5,9.5,18.9,0,60,61,60,4,0
4222104,4222104,East York,pa,3047,70,123.7,126.6,2,4,6,10,2,4,6,9,34,253,261,224,205,5
4222128,4222128,Eau Claire,pa,206,66,74.6,77.5,12,25,36,61,11,21,31,52,0,1,1,1,1,0
4222144,4222144,Ebensburg,pa,1532,68.2,75.3,77.7,11,24.5,35.8,66.2,9.7,21.5,31.7,58.2,2,43,45,42,42,1
4222264,4222264,Economy,pa,4604,65,83.9,87,6,13,19.3,34.3,5,11,16.7,29.3,23,362,374,339,248,0
4222280,4222280,Eddington,pa,836,77,122.3,127.4,4,8,11,18,3,6.3,9,15,0,109,111,109,109,0
4222296,4222296,Eddystone,pa,939,73,120,124.8,3.4,7.4,9.9,14.9,3,6.4,8.4,12.9,100,291,393,197,71,6
4222344,4222344,Edenborn,pa,244,63,82.6,84.8,6,13,19,32,5,11,17,28,0,25,28,25,25,0
4222352,4222352,Edenburg,pa,338,69.7,124.5,128,3,5,7,11.3,2,4.7,6,9.7,1,25,25,25,25,1
4222520,4222520,Edgewood,pa,1365,65,94.7,97.5,4,8,12,20,3,7,10,18,0,189,193,189,189,0
4222528,4222528,Edgewood,pa,1287,63,97.1,99.2,5,9,12,19,4,8,11,17,50,271,272,222,193,1
4222576,4222576,Edgeworth,pa,719,65,87.6,90.8,5,11,16,28.6,4,9,14,24.6,0,473,473,473,32,0
4222600,4222600,Edie,pa,51,67,86.4,88.7,5,11,18,34,4,10,16,30,0,4,4,4,4,0
4222608,4222608,Edinboro,pa,1478,67,75.2,78,12,25.1,37.1,62.3,10,22.1,32.1,54.2,66,119,127,67,44,14
4222672,4222672,Edwardsville,pa,1637,62.3,93.9,96.4,5,9.2,12.7,21.8,4.2,8.2,11.5,19.8,8,437,441,429,122,0
4222680,4222680,Effort,pa,846,78.4,122,126.3,3,6.7,10.8,20.1,2.8,5.8,9.5,17.5,28,101,105,75,68,2
4222696,4222696,Egypt,pa,1012,71,114.5,118.4,3.8,7,9.8,16.7,3,6.8,8.8,14.8,3,89,90,86,77,0
4222712,4222712,Ehrenfeld,pa,113,69.5,85.3,87.8,6.5,14.5,23,42.5,5.5,12.5,20,37.5,3,33,33,30,19,0
4222736,4222736,Eighty Four,pa,491,65,89.6,92.5,4.1,9.1,14.2,25.2,4,8.1,12.2,22.1,19,93,93,75,62,1
4222776,4222776,Elberta,pa,173,67,83.5,85.9,6,14,21,40,6,13,19,35,1,7,7,6,6,0
4222800,4222800,Elco,pa,205,64,81.5,83.8,6,13,20,36,5,12,18,32,95,183,183,88,1,0
4222832,4222832,Elderton,pa,202,66,88.3,90.9,5,12,17.8,30,5,11,15.8,27,0,9,9,9,9,0
4222856,4222856,Eldorado,pa,399,67,79.9,82.4,8,16.5,25.5,48,7,14.5,22.5,42,6,51,56,46,13,1
4222888,4222888,Eldred,pa,464,60.8,71.9,74.5,8,19,28,50.4,7,16,24,43.4,177,172,168,26,24,31
4222960,4222960,Elgin,pa,124,66,79.8,82.8,9,19,27,46,8,16,23.2,40,10,16,15,7,7,1
4222976,4222976,Elim,pa,1663,70,87.6,90.2,5.6,12.6,19.6,38.7,5,10.6,17.6,34.1,15,171,170,156,125,0
4222992,4222992,Elizabeth,pa,788,64.8,91.8,94.6,4,9,13,23.5,4,8,12,20.6,0,391,391,391,24,0
4223016,4223016,Elizabethtown,pa,3494,69,117.7,120.5,2.9,4.9,7.4,12.3,2,4.5,6.4,11.3,27,591,603,564,564,0
4223024,4223024,Elizabethville,pa,655,66,139.7,142.9,2,2,3,5,2,2,3,4.5,2,96,96,95,95,1
4223128,4223128,Elkins Park,pa,2346,75,124.4,129.6,3,7,9,15,3,6,8,13,58,438,455,380,376,0
4223152,4223152,Elkland,pa,810,59,85.6,88.9,4,7.8,12.1,21.9,3,6.7,10.3,18.7,38,646,682,612,28,4
4223280,4223280,Ellport,pa,968,65.1,89.6,93.3,4,9.6,13.9,25.5,3.8,7.9,11.9,21.5,6,43,43,37,0,0
4223296,4223296,Ellsworth,pa,613,64,85.9,88.7,4.5,11.5,17.5,29,4.5,10,15.5,25,8,48,50,42,29,2
4223304,4223304,Ellwood City,pa,4730,65,91.3,95.1,3.6,8.9,12.9,23.4,3.6,7.3,10.9,19.4,11,307,318,296,285,0
4223392,4223392,Elrama,pa,215,65,92.2,94.9,4,9,13,23,4,8,11,20,0,30,31,30,12,0
4223440,4223440,Elverson,pa,736,70,136.7,140.9,2,4,5,8,2,3,4,7,3,65,66,62,62,0
4223472,4223472,Elysburg,pa,1090,61.2,97,99.1,4.8,8,11,16.3,4,7.1,10,15.3,25,171,172,149,149,3
4223540,4223540,Emerald Lakes,pa,1943,78.4,138.5,143,2,4,6.4,12,2,3,5.4,11,0,151,153,151,151,0
4223560,4223560,Emigsville,pa,1311,70,123.6,126.5,2,4,6,10,2,4,6,9,4,129,134,125,125,0
4223568,4223568,Emlenton,pa,516,66,79.2,82.2,10,19,28,48,8,17,24,41,24,158,158,134,1,0
4223584,4223584,Emmaus,pa,4291,70,116.6,120.8,4,7,9.8,14.8,3,6,8.3,13.3,44,456,467,418,416,6
4223600,4223600,Emporium,pa,1070,63.8,82.5,85.5,5.5,13,19,35,5,11,16.5,30,44,468,506,427,70,3
4223616,4223616,Emsworth,pa,1181,65,94.6,98.1,4,8,12,21,3,7,10,18,5,171,171,166,49,0
4223688,4223688,Englewood,pa,317,68.5,125.2,128.2,2,4,6,10,2,4,6,9,2,8,9,6,6,0
4223704,4223704,Enhaut,pa,438,70,119.1,122.2,2.5,5,7.5,12.5,2,5,6.5,11,0,34,34,34,34,0
4223720,4223720,Enlow,pa,636,65,86.3,89.3,5,12,17,30,5,10,15,26,1,79,80,78,73,0
4223744,4223744,Enola,pa,2062,70,117.8,120.6,3,5,7,13,2,5,6,12,3,239,239,236,209,0
4223768,4223768,Enon Valley,pa,213,65,92,95.8,4,8,13,22,3,7,11,19,3,74,74,72,71,1
4223832,4223832,Ephrata,pa,4816,69,114.2,117.2,3.6,6.4,9.4,14.7,3.4,6.4,8.4,12.8,86,800,810,714,613,0
4224000,4224000,Erie,pa,36454,66,85.8,88.9,6.3,13.3,19.5,34.6,5.4,11.3,16.8,29.9,84,3104,3547,3041,2973,21
4224040,4224040,Ernest,pa,240,66,86.6,89.1,6,13,19,33,6,12,17,29,1,3,3,2,2,0
4224088,4224088,Espy,pa,697,60.5,100.1,102.3,4,7,9,14.5,4,6,8,13.5,103,622,646,520,0,1
4224160,4224160,Etna,pa,1698,65,98.2,101.4,3,6.7,10,17.7,3,6,9,15,190,828,827,638,80,0
4224240,4224240,Evansburg,pa,1065,70,117.8,122.4,4,7,9,14,3,6,8,12,0,49,49,49,48,0
4224248,4224248,Evans City,pa,826,65,83.8,87.1,6,13,20,34,5,11,17,29,138,188,190,50,20,0
4224304,4224304,Everett,pa,838,67,91.8,95,4,10,14,27,4,8,12,23,39,273,276,253,132,19
4224336,4224336,Everson,pa,391,65,80.4,82.4,7,15,23,41,7,14,21,37,11,35,35,25,19,1
4224392,4224392,Exeter,pa,2352,58.4,91,93.5,4,8,11.4,19.4,3.6,7,10.4,17.4,53,969,1042,916,117,0
4224432,4224432,Export,pa,505,65,90.1,92.5,5,10,15,26,4,9,13,23,18,117,118,99,99,0
4224440,4224440,Exton,pa,1251,72,131.8,136.5,2.8,4.8,6.8,9.8,2,4,5.8,8.8,54,198,200,153,153,9
4224448,4224448,Eyers Grove,pa,49,59,101,103.3,3,6,8,12,3,5,7,11,15,39,39,24,2,0
4224488,4224488,Factoryville,pa,362,57,100.9,103.7,3,5,7,12,2,4,6,10,35,78,79,43,6,0
4224536,4224536,Fairchance,pa,979,63,81,83.1,6,12,18,33.8,5,11,16,30,122,223,225,113,112,12
4224544,4224544,Fairdale,pa,1613,63,83.6,85.8,5,11,17,29,5,10,15,26,5,70,83,65,64,0
4224560,4224560,Fairfield,pa,274,75,116.5,120.1,3,6,9,17,3,5,8,15,9,53,53,44,44,0
4224664,4224664,Fairhope,pa,667,64,86.7,89.1,5,10,15,27,4,9,14,24,5,25,25,20,9,0
4224712,4224712,Fairless Hills,pa,2802,77,116.3,121.2,5,9,13,21.8,4,8,11,18.8,30,79,94,61,61,12
4224832,4224832,Fairview,pa,96,66,81.2,84.4,8,17,25,43,7,15,21,37,0,4,4,4,4,0
4224856,4224856,Fairview,pa,1131,66,80.5,83.4,8,17.4,25.4,44.3,7,14.7,21.9,38.1,13,48,48,36,36,1
4224948,4224948,Fairview-Ferndale,pa,1310,63,97.6,99.7,4.7,8.7,11.7,18.7,4,8,10.7,16.7,15,47,47,32,32,0
4225136,4225136,Falls Creek,pa,634,64,78.8,81.5,8,16,24,42,7,14,21,36,6,15,15,9,3,0
4225152,4225152,Fallston,pa,227,65,93.3,97.1,3.7,7.7,11.7,21.5,3,6.7,9.7,17.7,17,55,55,38,0,0
4225168,4225168,Falmouth,pa,181,69,124,127,2,4,6,10,2,4,5,9,3,10,10,7,2,0
4225248,4225248,Farmersville,pa,190,69,115.3,118.4,3,6,9,14,3,6,8,12,2,21,21,19,18,0
4225280,4225280,Farmington,pa,191,64,85.3,87.4,4.9,10.1,15.9,28.8,4,9,13.9,25.8,1,34,34,33,33,0
4225360,4225360,Farrell,pa,3550,66,95.3,99.2,3.4,8.1,12.1,21.3,3,7,10.1,17.3,1,100,105,99,94,0
4225376,4225376,Farwell,pa,479,61,90.8,94.1,4,8,12,20,3,7,11,17,21,298,307,277,0,0
4225416,4225416,Fawn Grove,pa,232,73,136.8,140.2,2,3,4.4,8,2,3,4,7,0,3,3,3,3,0
4225420,4225420,Fawn Lake Forest,pa,1926,63.3,100.2,103.7,3.2,7,10.2,18.1,3,6,9.1,16.1,0,121,125,121,121,0
4225424,4225424,Faxon,pa,648,59,99.8,102.8,3,6,8,12.9,3,5,7,11,0,164,167,164,53,0
4225456,4225456,Fayette City,pa,373,64,81.5,83.8,6,13,20,36,5,12,18,32,120,205,205,85,5,0
4225464,4225464,Fayetteville,pa,1491,75.9,113.6,117.4,3,6.7,10.7,19.6,2.5,6.2,9,16.9,48,134,136,88,71,2
4225496,4225496,Feasterville,pa,750,76,119.1,124.1,5,8,12,19,4,7,10,16,9,78,81,69,69,0
4225568,4225568,Fellsburg,pa,644,64,92.4,94.9,4,8,12,21,3,7,11,19,0,76,76,76,76,0
4225584,4225584,Felton,pa,251,71,135,138.3,2,3,4.5,7.5,2,3,4,6.5,54,115,116,61,40,0
4225680,4225680,Ferndale,pa,823,70,87.1,89.6,6,13,20,40,5,11,18,35,98,199,199,101,3,0
4225744,4225744,Fernville,pa,301,60,102.9,105.2,3,6,8,12,3,5,7,11,104,142,142,40,5,2
4225944,4225944,Finleyville,pa,249,65,90.2,93.2,4,9,14,25,4,8,12,22,31,64,64,33,23,0
4226036,4226036,Fisherville,pa,6,68,93.3,96.2,4,9,15,27,4,8,13,24,0,4,4,4,1,0
4226232,4226232,Fivepointville,pa,378,69,114.9,117.9,4,7,9.1,14.1,3,6,8.1,13,2,21,24,19,15,0
4226280,4226280,Fleetwood,pa,1610,69,118.1,121.5,3.7,6.7,9,13.7,3,5.7,8,12,9,339,352,330,330,0
4226296,4226296,Flemington,pa,938,56,101,104.3,2,5,6,10,2,4,5,8,25,77,79,58,37,6
4226376,4226376,Flourtown,pa,1777,74,123.3,128.3,4,7,9.1,15,3,6,8,13,34,250,265,222,222,6
4226397,4226397,Flying Hills,pa,644,68,126.5,130.2,2,5,6,9,2,4,5,8,0,42,42,42,42,0
4226408,4226408,Folcroft,pa,2581,73,119.8,124.6,3.7,6.8,9.8,15,3.2,5.8,7.8,12.8,12,340,344,330,285,2
4226432,4226432,Folsom,pa,3068,73,117.2,121.8,4,7,10,16,3,6,9,14,21,198,212,178,178,1
4226488,4226488,Foot of Ten,pa,372,66.5,77.3,79.7,8.8,18,29,53.5,7.8,16,25,46.5,115,155,168,86,6,46
4226504,4226504,Force,pa,175,64,83.5,86.3,5,11,17,33,5,10,15,29,8,27,27,19,8,0
4226512,4226512,Ford City,pa,1534,66,98.5,101.9,3.7,7.7,11,19.3,3,6.7,9.7,16.7,25,1452,1452,1427,0,0
4226520,4226520,Ford Cliff,pa,187,66,97.9,101.4,4,8,11,20,3,7,10,17,0,0,0,0,0,0
4226560,4226560,Forest City,pa,781,59,105.7,109.2,3,5,7,11,2.3,4,6,10,2,21,21,19,18,0
4226592,4226592,Forest Hills,pa,3322,65,94.9,97.7,4,8,12,20,3,7,10,18,0,444,468,444,444,0
4226704,4226704,Forestville,pa,331,68,128.9,131.7,2,4,5.7,8.7,2,3.7,5,8,0,61,67,61,61,0
4226760,4226760,Forksville,pa,118,54,85.7,87.9,4.9,8,10.7,16,4.4,7.7,9.7,14.7,16,85,87,69,8,0
4226776,4226776,Fort Fetter,pa,109,66,77.6,80.1,8,18,27,51,7,16,24,45,64,71,76,17,0,10
4226812,4226812,Fort Indiantown Gap,pa,28,68,115.2,117.8,2.9,6.1,8.6,13,2.9,5.4,7.6,11.8,0,2,2,2,2,0
4226824,4226824,Fort Loudon,pa,459,75,112.7,116.6,3,6.1,9.3,18.2,2,5.1,8.1,16,16,104,105,88,83,0
4226872,4226872,Fort Washington,pa,2133,73.6,123.2,128.3,4,6.8,9,14.6,3,6,8,12.6,56,213,219,159,159,2
4226880,4226880,Forty Fort,pa,1906,61.5,91.5,94,5,9.7,13.7,23,4.2,8.7,12.7,20.5,59,872,930,842,0,29
4226960,4226960,Foster Brook,pa,665,62.2,76.4,79.1,6.7,16.5,25.2,42.8,5.7,14.1,21.5,36.9,153,273,276,120,83,0
4226976,4226976,Fostoria,pa,20,67,84.1,86.6,5.9,13.8,20.7,38.5,4.9,11.9,17.8,33.6,2,2,2,0,0,0
4226984,4226984,Foundryville,pa,104,63,100.7,103.2,4,7,11,17,4,7,10,16,25,54,54,29,29,0
4227008,4227008,Fountain Hill,pa,1637,70,132.7,137.7,2,4,6,9,2,4,5,8,0,357,363,357,356,0
4227024,4227024,Fountain Springs,pa,163,66,120.2,122.8,2,4,6,10,2,4,6,9,0,2,2,2,2,0
4227112,4227112,Foxburg,pa,222,66,79.9,83,9.3,18.3,27.3,46,8,16.3,23.3,39.7,1,53,51,52,0,0
4227120,4227120,Fox Chapel,pa,2179,65,94,97.1,3.7,8.2,12.5,21.6,3.5,7.2,10.7,18.8,1,151,154,150,150,0
4227130,4227130,Fox Chase,pa,602,68,127.6,131.4,2,4,6,9,2,4,5,8,2,39,42,37,17,0
4227232,4227232,Frackville,pa,1930,69,126,129.1,2,4,6,10,2,4,5.5,9,13,209,214,196,196,0
4227312,4227312,Frankfort Springs,pa,72,66,82.6,85.7,6,15,22,38,5,12,19,33,0,1,1,1,1,0
4227360,4227360,Franklin,pa,269,70,86,88.5,6.5,15,24,42,6,13,21,38,0,33,33,33,29,0
4227456,4227456,Franklin,pa,3089,66,85.5,88.7,7,14,20.1,34.5,6,12,17.1,29.5,60,1321,1329,1261,180,0
4227517,4227517,Franklin Forge,pa,10,67,88,90.7,5.3,11.5,17.8,32.3,4.3,10.5,15.5,28.3,0,8,8,8,1,0
4227552,4227552,Franklin Park,pa,5791,65,88.8,92.1,5,10.2,15.2,26.8,4.1,8.5,13.2,22.7,14,369,381,355,353,0
4227576,4227576,Franklintown,pa,219,72,127.9,131.5,2,4,6,10,2,4,5,9,0,1,1,1,1,0
4227592,4227592,Frankstown,pa,48,66.9,80.9,83.5,7.2,15.2,24.2,45.4,6.2,13.2,21.2,39.5,0,28,28,28,28,0
4227616,4227616,Frazer,pa,1253,72,127.8,132.3,3,5.8,7.8,11.6,2.8,4.8,6.8,9.8,5,90,99,86,86,1
4227641,4227641,Fredericksburg,pa,111,67,87.3,90,5,11,18,33,5,10,16,29,6,18,18,13,13,1
4227648,4227648,Fredericksburg,pa,525,67,84.2,87.2,7,15.1,22.1,39,6,13,19.1,33.1,90,186,184,101,16,5
4227656,4227656,Fredericksburg,pa,546,68,118,120.7,3,5.4,7.4,11.7,2.4,5,7,10.7,5,35,36,30,30,0
4227672,4227672,Fredericktown,pa,281,64,84,86.6,5,12,17.6,31.6,5,10,15,27,34,66,66,32,6,0
4227688,4227688,Fredonia,pa,262,67,81.7,84.9,8,16,23,43,6,13,20,37,0,0,1,0,0,0
4227696,4227696,Freeburg,pa,323,64,112.7,115.4,2,5,6.5,10.5,2,4,6,9.5,24,66,68,44,44,2
4227712,4227712,Freedom,pa,841,65,83.9,87.2,6,13,19.7,34,5,11,16,29,30,174,182,144,9,0
4227744,4227744,Freeland,pa,1611,72.7,118,121.2,3,6,9,16.3,3,5.7,8,15,0,3,3,3,3,0
4227760,4227760,Freemansburg,pa,1030,70.2,134.5,139.5,2,4,5,9,2,3,5,8,78,244,247,166,23,0
4227784,4227784,Freeport,pa,826,66,96.9,99.8,4,8,12,21,3,7,11,18,199,397,395,198,1,0
4227928,4227928,Friedens,pa,702,67,87.9,90.4,4,10.1,16.1,31.1,4,9,14.1,27.1,48,109,112,61,53,0
4227936,4227936,Friedensburg,pa,326,69,128.7,131.9,2,4,5.7,9,2,3.7,5,8.4,0,34,34,34,34,0
4227968,4227968,Friendsville,pa,71,54,88.3,90.8,4,7,9,15,4,6,8,13,0,3,4,3,3,0
4227976,4227976,Friesville,pa,103,66.3,77.1,79.5,8,19,28.5,52.8,7,16,24.5,45.8,0,0,0,0,0,0
4228000,4228000,Frisco,pa,551,65,91.6,95.4,4,8,13,23,3,7,11,19,3,18,31,15,9,0
4228014,4228014,Frizzleburg,pa,299,66,82.4,85.7,6.7,15.4,22.4,38.8,5.7,12.6,18.5,32.9,0,7,7,7,7,0
4228128,4228128,Frystown,pa,158,68,123.5,126.3,2,4,6,10,2,4,6,9,1,17,17,16,12,0
4228144,4228144,Fullerton,pa,4418,70,113.5,117.7,4,7.3,9.9,17.1,3,6.3,8.9,14.5,54,320,324,270,204,4
4228280,4228280,Galeton,pa,730,62,94.7,98.4,3,6.2,9.2,18.3,2,5.2,8.2,15.3,55,193,202,138,34,0
4228328,4228328,Gallitzin,pa,945,69,74.8,77.2,11,25,39,71.7,10,22,34.7,62.7,0,100,104,100,100,0
4228360,4228360,Ganister,pa,4,67,88.9,91.7,5,11,17,31,4,10,15,27,2,3,3,1,0,0
4228376,4228376,Gap,pa,770,70,111.7,114.8,4,7.9,10.9,16.1,4,7,9.9,14.9,1,20,20,19,19,0
4228456,4228456,Garden View,pa,1136,58,102.1,105.6,3,5,7,11,2,4,6,9,201,354,368,223,107,70
4228488,4228488,Gardners,pa,72,73,123.3,126.8,2,5,7,12,2,4,6,11,1,5,5,4,4,0
4228520,4228520,Garrett,pa,313,64,85.6,87.9,4.1,9.3,14.3,28.4,4,8.1,13.1,25.4,98,189,198,94,28,3
4228600,4228600,Gastonville,pa,1162,65,90.3,93.3,4.1,9.1,13.9,24.8,3.8,7.9,11.9,21.8,41,202,204,161,144,0
4228696,4228696,Geeseytown,pa,66,67,81.2,83.8,7,15,24,45,6,13,21,39,3,7,7,4,4,0
4228720,4228720,Geistown,pa,1305,70,84.5,87,7,15,23,45,6,13,21,40,39,100,101,69,69,8
4228768,4228768,Geneva,pa,85,67,83.9,86.9,7.1,14.2,21.3,39.5,6.1,12.2,18.3,33.5,0,3,3,3,3,0
4228824,4228824,Georgetown,pa,126,65,89.9,93.6,4,9,14,25,4,8,12,21,2,8,8,6,3,0
4228828,4228828,Georgetown,pa,364,70.2,117.2,120.4,3.5,6.1,9.1,13.9,3.1,5.6,8.1,12.2,1,25,25,24,24,0
4228832,4228832,Georgetown,pa,939,65.5,99.4,102.1,4,8.3,12.5,21.5,4,7.3,11,19.5,8,134,135,126,126,0
4228960,4228960,Gettysburg,pa,1917,73,120.4,123.9,2,4.6,7.6,13.1,2,4.6,6.6,11.7,29,274,277,245,242,0
4229000,4229000,Gibraltar,pa,325,68.7,126.3,130,2.8,4.8,6.3,9.8,2.2,4,5.8,8.8,19,61,69,44,17,2
4229040,4229040,Gibsonia,pa,1248,65,86,88.9,6,12,18,31,5,10,15,27,1,96,96,95,95,0
4229088,4229088,Gilberton,pa,618,69,126.5,129.5,2,4,6,10,2,4,5.3,9,287,456,456,169,11,0
4229096,4229096,Gilbertsville,pa,2149,69.9,124.9,129.3,2.7,5.7,7.6,11.4,2.7,4.7,6.6,9.8,23,179,185,157,150,1
4229232,4229232,Girard,pa,1420,65.8,80.5,83.5,8,16.2,24,43.6,7,14,21,37.6,19,44,47,25,22,0
4229264,4229264,Girardville,pa,1030,66.9,121.5,124.2,2,4.7,6.7,9.9,2,4,5.9,9.8,353,523,527,174,15,4
4229392,4229392,Glasgow,pa,81,65,89.8,93.6,4,9,14,25,4,8,12,21,57,79,79,23,0,1
4229432,4229432,Glassport,pa,2519,65,93.8,96.6,4,8,12,21,3,7,11,19,0,787,789,787,83,0
4229496,4229496,Glenburn,pa,751,59,102.1,105.2,3,5.1,8,13,2.4,5,7,11,16,47,47,32,32,1
4229512,4229512,Glen Campbell,pa,261,67,82.6,85.3,7,15,22.5,41.5,6,13,19.5,36.5,5,24,24,19,18,0
4229568,4229568,Glendon,pa,187,72.3,134.2,139.6,2,4,6,10.3,2,4,5,8.3,1,32,33,31,13,0
4229592,4229592,Glenfield,pa,186,65,90.2,93.6,4,10,14,25,4,8,12,21,0,121,121,121,6,0
4229632,4229632,Glen Hope,pa,150,65,76.6,79,8,18.1,27.2,50,7,16.1,23.9,44.7,17,27,27,11,11,1
4229680,4229680,Glen Lyon,pa,846,62.4,104.4,107,3.1,6.1,8.7,14.2,3.1,5.5,8.3,13,0,256,268,256,256,0
4229704,4229704,Glenmoore,pa,320,70,122.2,125.9,3,6,8,12,3,5,7,11,3,22,22,19,7,0
4229720,4229720,Glenolden,pa,2168,73,118.3,123,4,7.5,10.5,16,3.5,6.5,8.5,13.5,17,259,262,242,242,0
4229732,4229732,Glen Osborne,pa,279,65,87.8,91,5,11,16,28,4,9,14,24,0,73,73,73,15,0
4229760,4229760,Glen Rock,pa,780,72,133.1,136.3,2,3,5,8,2,3,4,8,73,266,266,193,181,0
4229800,4229800,Glenshaw,pa,4018,65,89.6,92.6,4.5,10.1,15.4,26.5,4.5,9,12.8,22.7,18,324,334,306,254,0
4229808,4229808,Glenside,pa,2972,74,124.2,129.3,3.3,7,9,14.3,3,6,8,12.3,35,550,556,518,518,3
4230013,4230013,Gold Key Lake,pa,1812,68.8,120,124.8,2,4.2,6.4,12.8,2,3.4,5.4,11,16,103,108,92,92,5
4230016,4230016,Goldsboro,pa,378,69,122.6,125.7,2,4,6,10,2,4,5,9,36,174,177,138,2,0
4230096,4230096,Goodville,pa,132,69,117.9,121.1,3,6,8,13,3,6,7.7,11.7,0,0,0,0,0,0
4230128,4230128,Gordon,pa,403,66,120,122.6,2,4.3,6.3,10,2,4,6,9,116,204,204,117,117,29
4230136,4230136,Gordonville,pa,123,70,121.7,124.9,3,5,7,12,2,4,6,10,0,14,14,14,13,0
4230192,4230192,Gouglersville,pa,268,68.3,121.3,124.3,3,5.3,7.3,11.3,2.3,5,6.5,10.3,0,26,26,26,26,0
4230200,4230200,Gouldsboro,pa,922,72.8,116.8,120.7,3,6,9.2,17.7,2,5.4,8,15.7,42,150,156,122,79,14
4230224,4230224,Graceton,pa,88,67,83.5,86,7,14,21,40,6,13,19,35,0,7,7,7,7,0
4230280,4230280,Grampian,pa,266,65,84.6,87.3,5.2,12.6,18.4,33.2,5,10.6,15.8,29.2,14,83,86,69,69,0
4230435,4230435,Grantley,pa,1149,70,122.3,125.2,2,4.6,6.6,10.9,2,4,6,9.9,24,167,170,144,138,1
4230472,4230472,Granville,pa,207,73,108.2,111,3.2,7,10.8,20.6,3,6.8,9.8,18.6,21,37,42,21,13,5
4230512,4230512,Grapeville,pa,309,65,89.1,91.4,4.8,10.8,15.7,26.7,4,9,13.8,23.7,10,29,29,19,0,0
4230528,4230528,Grassflat,pa,344,65,84.8,87.3,6,12,18,34,5,11,16,30,5,42,43,37,37,0
